bgt_lokaal_id,vec_pand_outline,room,verdieping,appartement,ruimte,attachment,vec_pand_rooms,perceel_id,bag_pnd,bgt_geometry
G0402.9c0e0c0f8d754905a67091f0e8e4f82f,"MULTIPOLYGON (((140770.44266568334 470924.1502338292, 140772.56270743164 470924.15033106034, 140774.70141404602 470924.15042914747, 140776.92268000104 470924.15053102106, 140779.15502416028 470924.1506334027, 140779.16022938583 470926.4236726801, 140779.55038725372 470926.4308448587, 140779.55178764835 470928.5211153611, 140779.55318672562 470930.60941950354, 140779.55389619217 470931.66839030077, 140783.1541124767 470931.5590941777, 140783.93155801028 470930.6773915332, 140783.9314837294 470930.61378763366, 140783.92903689953 470928.51866082964, 140783.92661199256 470926.4423057693, 140783.9211414655 470921.7581027195, 140786.5392532429 470921.7572910538, 140787.06761706556 470906.1959299874, 140782.09997199074 470906.0131102136, 140782.91869129988 470895.07103718206, 140776.45691395615 470894.32535847113, 140774.66951434553 470907.074825595, 140776.46153633954 470907.28621628764, 140776.13479969834 470910.1035445063, 140774.32403553816 470909.8960860102, 140774.1002242162 470912.4302210179, 140770.44039147967 470912.14292557567, 140770.44183101386 470919.74335780094, 140770.44266568334 470924.1502338292)), ((140770.4438895099 470930.611775947, 140774.82398256857 470930.6132997487, 140774.81346086157 470928.5182139966, 140770.44349314313 470928.5190443677, 140770.4438895099 470930.611775947)), ((140774.88702340264 470931.81006820634, 140774.85002451966 470931.08830726816, 140771.20343495224 470931.19263019966, 140771.2406908116 470931.9096358149, 140774.88702340264 470931.81006820634)))",r1,Kelder schaal 1:100,14.,pp.,front,"POLYGON ((140750.41069151572 470924.15002980735, 140750.4162996963 470919.7418020075, 140752.5303133831 470919.73636943544, 140752.5341097121 470924.15003331436, 140750.41069151572 470924.15002980735))",HVS00N1878,0402100001511733,"MULTIPOLYGON (((140726.461 470869.915, 140726.34 470869.574, 140722.89 470869.721, 140722.06 470860.491, 140725.62 470860.117, 140725.729 470861.129, 140726.634 470869.905, 140726.461 470869.915)))"
G0402.a02497daba474eb9b645d5762661f2b1,"POLYGON ((140230.2126478826 470861.01909973443, 140230.2203155647 470863.2580383068, 140230.22260815438 470863.9274671391, 140230.22395444944 470864.32058097684, 140230.2464880446 470864.9455543513, 140231.65126294844 470870.2208274867, 140232.26941846602 470871.72925827286, 140232.2852705168 470871.8666505458, 140232.44908521406 470871.840229037, 140232.430590341 470871.7081208827, 140232.96179390105 470871.6121173834, 140233.1542769418 470872.7407479332, 140233.29478943686 470873.1217867967, 140234.39255725595 470872.9183359589, 140233.93959437014 470870.276048157, 140233.8241874101 470869.6028397943, 140233.0216348899 470864.98565011023, 140233.0463325293 470861.1973751417, 140233.05405929283 470860.01219689986, 140232.31084456766 470860.010241822, 140230.20917391806 470860.0047132317, 140230.21047611686 470860.3849511039, 140230.2126478826 470861.01909973443))",r1,kelder,1,kleermaker,front-1,"POLYGON ((140228.02983876504 470872.9298793529, 140226.12723617835 470873.2551516624, 140225.1863455011 470870.0196726928, 140225.63848381533 470869.93845742685, 140226.36142390838 470869.8085994386, 140226.42312997975 470870.18308608653, 140227.0135056867 470870.0782265193, 140226.94361663552 470869.7110576255, 140227.06991143926 470869.6844110686, 140227.17586598938 470870.34648733144, 140227.5649055784 470870.28888637736, 140228.02983876504 470872.9298793529))",HVS00N3723,0402100001525708,"MULTIPOLYGON (((140229.795 470866.925, 140218.566 470859.143, 140217.716 470858.554, 140205.255 470852.717, 140207.789 470848.12, 140220.04 470853.407, 140222.549 470854.385, 140233.218 470861.982, 140229.795 470866.925)))"
G0402.a156024d36934ffaae15b9a4fdab92b1,"POLYGON ((140230.2126478826 470861.01909973443, 140230.2203155647 470863.2580383068, 140230.22260815438 470863.9274671391, 140230.22395444944 470864.32058097684, 140230.2464880446 470864.9455543513, 140231.65126294844 470870.2208274867, 140232.26941846602 470871.72925827286, 140232.2852705168 470871.8666505458, 140232.44908521406 470871.840229037, 140232.430590341 470871.7081208827, 140232.96179390105 470871.6121173834, 140233.1542769418 470872.7407479332, 140233.29478943686 470873.1217867967, 140234.39255725595 470872.9183359589, 140233.93959437014 470870.276048157, 140233.8241874101 470869.6028397943, 140233.0216348899 470864.98565011023, 140233.0463325293 470861.1973751417, 140233.05405929283 470860.01219689986, 140232.31084456766 470860.010241822, 140230.20917391806 470860.0047132317, 140230.21047611686 470860.3849511039, 140230.2126478826 470861.01909973443))",r1,kelder,1,kleermaker,front-1,"POLYGON ((140228.02983876504 470872.9298793529, 140226.12723617835 470873.2551516624, 140225.1863455011 470870.0196726928, 140225.63848381533 470869.93845742685, 140226.36142390838 470869.8085994386, 140226.42312997975 470870.18308608653, 140227.0135056867 470870.0782265193, 140226.94361663552 470869.7110576255, 140227.06991143926 470869.6844110686, 140227.17586598938 470870.34648733144, 140227.5649055784 470870.28888637736, 140228.02983876504 470872.9298793529))",HVS00N3723,0402100001486151,"MULTIPOLYGON (((140222.549 470854.385, 140220.04 470853.407, 140207.789 470848.12, 140203.787 470846.393, 140204.697 470844.202, 140205.765 470844.274, 140212.174 470847.151, 140212.89 470845.691, 140222.868 470850.202, 140223.156 470849.567, 140225.615 470850.533, 140226.346 470849.529, 140228.828 470850.487, 140237.12 470856.345, 140233.218 470861.982, 140222.549 470854.385)))"
G0402.a48c679e3cf744ff9958da622060fd6d,"POLYGON ((140802.24492459 470392.4032535571, 140802.25473829795 470398.7753922285, 140802.25638222875 470399.8428129274, 140802.2582158979 470401.03343263816, 140802.25981247844 470402.07010835054, 140803.4977452114 470401.96337684325, 140804.2808035953 470401.8958634805, 140805.07322873626 470401.82754253916, 140808.03497825377 470401.5721877999, 140811.891497278 470401.2396882405, 140811.87346267691 470395.9587792106, 140810.2360389996 470395.9619855938, 140809.39987940903 470395.96362295136, 140809.3801698289 470389.8394727389, 140809.20573468908 470389.8409397016, 140809.21819692262 470388.70981920743, 140806.14403962233 470388.70963861735, 140804.00360759275 470388.7095128786, 140802.47618884346 470388.73201179394, 140802.49586562967 470389.8274195162, 140802.27979568337 470389.8415113131, 140802.24492459 470392.4032535571))",r1,2e verdieping,2,badkamer,front,"POLYGON ((140837.88993667814 470397.38300436176, 140836.36606559437 470397.3901551934, 140836.4029899168 470393.54849347525, 140839.07882135615 470393.54905688093, 140839.0795768836 470396.71178009425, 140837.8976433467 470396.7115503369, 140837.88993667814 470397.38300436176))",HVS00N2359,0402100001481691,"MULTIPOLYGON (((140793.82 470384.368, 140795.481 470386.081, 140795.957 470386.439, 140800.37 470390.795, 140798.093 470394.418, 140796.876 470393.643, 140790.649 470388.043, 140785.136 470383.084, 140786.519 470381.728, 140785.84 470380.881, 140787.776 470378.995, 140788.573 470379.718, 140788.998 470379.29, 140793.82 470384.368)))"
G0402.b06fd39cf74d49ada37ccaf6c16ef5d5,"POLYGON ((140325.43758117536 470659.8953413676, 140324.58882294543 470659.8910852997, 140324.58015200996 470660.82422323, 140324.56976787705 470661.94172990957, 140324.5638070733 470662.58321226307, 140324.59465448724 470665.65617842594, 140324.5654205836 470666.56732003397, 140327.1290501493 470666.71222876926, 140327.34370925356 470665.807886666, 140327.90395586466 470664.26628477965, 140328.58884622424 470662.3817070788, 140328.78464479034 470661.84293819935, 140329.05307608485 470661.1043095638, 140329.0477329884 470658.56791179226, 140328.18873175877 470658.56827091554, 140328.18422356324 470658.21798760147, 140326.39948601442 470658.22249443736, 140326.41300630802 470658.5690132943, 140325.67029300748 470658.56932380097, 140325.67913933474 470659.89557305066, 140325.43758117536 470659.8953413676))",r1,2e VERDIEPING schaal 1:100,3,douche,front,"POLYGON ((140343.21756455477 470664.45108379563, 140343.21724325384 470663.59571123275, 140345.19045329985 470663.712544559, 140344.89372803402 470664.5390718926, 140343.21756455477 470664.45108379563))",HVS00N4216,0402100001489898,"MULTIPOLYGON (((140310.242 470644.615, 140311.804 470642.374, 140320.353 470647.098, 140317.448 470652.254, 140309.724 470647.79, 140308.619 470647.151, 140309.486 470645.796, 140310.242 470644.615)))"
G0402.b2b35f4ff1c2401384f98d016e8dfdba,"POLYGON ((140771.40088127714 470886.0453630605, 140774.30270311947 470885.77647474554, 140776.09392209467 470885.6104969984, 140776.0860340889 470885.03296079114, 140775.99201394524 470878.1490868835, 140772.387998147 470878.2156895822, 140771.28200507874 470878.2361284835, 140771.3669385525 470882.3058323956, 140771.38673895597 470883.17509177147, 140771.38272214602 470883.87361760286, 140771.40172365794 470884.4573660428, 140771.40088127714 470886.0453630605))",r1,2e VERDIEPING,1,slaapkamer,front,"POLYGON ((140788.62802973884 470877.90744052373, 140788.65578988846 470879.85937814676, 140787.87745968142 470879.86848885164, 140787.59482624586 470879.871797203, 140786.94530988112 470879.879400084, 140786.89573427534 470877.96384413406, 140788.62802973884 470877.90744052373))",HVS00N1882,0402100001617559,"MULTIPOLYGON (((140747.705 470833.721, 140757.089 470831.887, 140757.21 470832.572, 140758.146 470832.365, 140759.691 470839.267, 140760.204 470841.777, 140759.426 470842.067, 140759.736 470844.666, 140760.181 470847.076, 140760.314 470849.053, 140760.763 470851.98, 140761.933 470860.638, 140756.029 470861.477, 140747.513 470860.553, 140746.837 470855.187, 140744.022 470834.307, 140744.093 470834.296, 140744.109 470834.415, 140747.71 470833.761, 140747.705 470833.721)))"
G0402.b64679a903a8464c8dadd09abc9f562e,"POLYGON ((140771.38673895597 470883.17509177147, 140771.38272214602 470883.87361760286, 140771.40172365794 470884.4573660428, 140771.40088127714 470886.0453630605, 140774.30270311947 470885.77647474554, 140776.09392209467 470885.6104969984, 140776.0860340889 470885.03296079114, 140775.99201394524 470878.1490868835, 140772.387998147 470878.2156895822, 140771.28200507874 470878.2361284835, 140771.3669385525 470882.3058323956, 140771.38673895597 470883.17509177147))",r1,2e VERDIEPING,1,slaapkamer,front,"POLYGON ((140788.62802973884 470877.90744052373, 140788.65578988846 470879.85937814676, 140787.87745968142 470879.86848885164, 140787.59482624586 470879.871797203, 140786.94530988112 470879.879400084, 140786.89573427534 470877.96384413406, 140788.62802973884 470877.90744052373))",HVS00N1882,0402100001491801,"MULTIPOLYGON (((140756.169 470870.512, 140756.815 470883.565, 140755.924 470883.502, 140750.15 470883.523, 140750.029 470870.485, 140756.169 470870.512)))"
G0402.bbd6c681a53c417d8de7d7ad13dcc7ba,"POLYGON ((140477.816381422 470642.28437799064, 140475.5333902007 470642.2844303686, 140473.5189469024 470642.2844765854, 140473.54292757533 470653.5604386172, 140474.48596588086 470653.56051181717, 140476.15166544466 470653.56064111117, 140476.15144790694 470651.57386996597, 140477.83392439742 470651.5739631861, 140477.8170333909 470649.25443391857, 140478.57018721328 470649.26411638747, 140478.55562917274 470645.5775674649, 140478.54262442782 470642.28436132864, 140477.816381422 470642.28437799064))",r1,1e etage,2,keuken,front,"POLYGON ((140486.7709499944 470649.1058718313, 140486.78512454985 470651.436611189, 140484.58435568452 470651.4329127593, 140484.58371253373 470649.1013635574, 140485.92643572888 470649.1041311416, 140486.7709499944 470649.1058718313))",HVS00N2643,0402100001493020,"MULTIPOLYGON (((140470.403 470636.461, 140462.58 470638.051, 140462.411 470636.976, 140459.63 470637.575, 140459.146 470635.276, 140456.886 470635.718, 140456.526 470633.83, 140468.145 470631.611, 140468.114 470631.454, 140469.794 470631.123, 140470.082 470632.585, 140470.411 470632.543, 140470.976 470635.362, 140470.221 470635.514, 140470.403 470636.461)))"
G0402.bf7b466af5a34a76b6e2c2d3f923c312,"POLYGON ((140733.32761459195 471034.44394306606, 140733.62862289275 471035.2558217282, 140733.9764240111 471035.13463296084, 140734.46708591486 471036.47318379756, 140735.09865862736 471038.19967232225, 140734.75336898648 471038.3139912838, 140735.05983871306 471039.16579792445, 140735.41229751127 471039.05704618164, 140735.6403907053 471039.75021012104, 140735.74045562744 471040.0505230178, 140736.4957294935 471039.7517412332, 140739.0753219433 471039.7563588718, 140741.54507869316 471039.76077989733, 140742.51213546147 471039.76251099195, 140742.51219573055 471039.39995546034, 140745.54518121932 471039.3979781369, 140745.54564603823 471037.3105820832, 140745.5458357341 471036.4587010865, 140745.52729232633 471027.06311420863, 140743.69515938315 471027.44260901667, 140742.5317441081 471027.62823558506, 140741.31165147637 471027.8834150699, 140739.18929250297 471028.29411776346, 140739.19072864755 471029.68930828286, 140731.9876346561 471029.70911360683, 140732.32316524073 471030.6244582491, 140731.9919700607 471030.7600929684, 140732.26830062713 471031.5206337399, 140732.60411732004 471031.39090992993, 140733.67356953415 471034.30843041604, 140733.32761459195 471034.44394306606))",r1,derde verdieping 1:100,15,woonkamer,front,"POLYGON ((140723.68811635423 471004.9415714068, 140723.71069746942 471008.79115111695, 140723.4440280765 471008.79708555003, 140723.4409081496 471008.5073079372, 140720.959330518 471008.5166527533, 140720.97644271696 471008.0623305172, 140720.74828109588 471008.0528236813, 140720.76540244144 471008.51738302346, 140720.68369926533 471008.5176906911, 140720.62747952793 471010.61380530783, 140718.18232155268 471010.63174626016, 140717.26674359065 471010.6384641658, 140717.2428858876 471005.6962903787, 140720.720640715 471005.06522602506, 140720.81678817596 471005.4798622555, 140723.68811635423 471004.9415714068))",HVS00N2848,0402100001478255,"MULTIPOLYGON (((140701.78 471009.312, 140702.296 471009.4, 140703.455 471012.739, 140706.072 471011.831, 140706.816 471013.975, 140708.979 471013.159, 140708.504 471015.841, 140700.597 471018.681, 140700.255 471017.686, 140699.996 471016.932, 140697.603 471011.931, 140697.394 471011.322, 140697.261 471010.935, 140701.78 471009.312)))"
G0402.ca85c864606941aeaa8590fd1fe6f3a9,"POLYGON ((140733.41930035528 470840.61992925464, 140734.75335308965 470840.6222144109, 140735.85588482794 470840.6222144109, 140737.64523053105 470840.62831853685, 140739.2199788581 470840.6307170398, 140740.31237059855 470840.6323447827, 140740.2943728353 470842.94356754376, 140745.02019215308 470843.07601707504, 140745.0025646476 470840.63933351194, 140745.00478134822 470838.74646009464, 140745.0141876652 470830.71426706394, 140740.7303451152 470830.7078141215, 140740.49143534125 470830.7074542411, 140739.64273257868 470830.7061758024, 140739.23474767254 470830.7055612366, 140737.65526774744 470830.7031819958, 140733.4393505179 470830.6880701835, 140733.44238140996 470835.6504816228, 140733.42987896854 470838.0511420232, 140733.41930035528 470840.61992925464))",r1,BEGANE GROND,5,cafe,front,"POLYGON ((140745.0141876652 470830.71426706394, 140745.00478134822 470838.74646009464, 140740.7168673492 470838.7464438115, 140740.71690970036 470837.17866372043, 140740.71693163447 470836.3666952099, 140740.7169530437 470835.5741551595, 140740.71699300504 470834.0948436729, 140740.49099663904 470834.0948743635, 140740.50509285205 470833.31143790897, 140740.49395313457 470831.1875045829, 140740.73357769902 470831.1777924138, 140740.7303451152 470830.7078141215, 140745.0141876652 470830.71426706394))",HVS00N3211,0402100001527334,"MULTIPOLYGON (((140714.08 470792.846, 140713.258 470805.279, 140713.112 470808.601, 140710.159 470808.378, 140707.637 470808.188, 140707.885 470804.896, 140708.819 470792.447, 140714.08 470792.846)))"
G0402.d4d0ea47ca4c4a27b4f64be9ac35fb72,"POLYGON ((140771.40088127714 470886.0453630605, 140774.30270311947 470885.77647474554, 140776.09392209467 470885.6104969984, 140776.0860340889 470885.03296079114, 140775.99201394524 470878.1490868835, 140772.387998147 470878.2156895822, 140771.28200507874 470878.2361284835, 140771.3669385525 470882.3058323956, 140771.38673895597 470883.17509177147, 140771.38272214602 470883.87361760286, 140771.40172365794 470884.4573660428, 140771.40088127714 470886.0453630605))",r1,2e VERDIEPING,1,slaapkamer,front,"POLYGON ((140788.62802973884 470877.90744052373, 140788.65578988846 470879.85937814676, 140787.87745968142 470879.86848885164, 140787.59482624586 470879.871797203, 140786.94530988112 470879.879400084, 140786.89573427534 470877.96384413406, 140788.62802973884 470877.90744052373))",HVS00N1882,0402100001490839,"MULTIPOLYGON (((140774.404 470838.712, 140774.466 470838.74, 140774.62 470838.809, 140774.554 470838.957, 140780.252 470841.532, 140785.646 470850.272, 140784.527 470851.153, 140785.378 470852.228, 140786.34 470853.418, 140779.723 470858.431, 140779.621 470856.581, 140778.313 470856.5, 140770.326 470856.007, 140770.29 470859.873, 140761.933 470860.638, 140760.763 470851.98, 140760.314 470849.053, 140766.449 470847.675, 140766.361 470846.487, 140766.693 470846.419, 140770.066 470843.03, 140773.442 470839.639, 140774.404 470838.712)))"
G0402.e14ebda4060a44aaa44cd075e7f24f72,"MULTIPOLYGON (((140770.44266568334 470924.1502338292, 140772.56270743164 470924.15033106034, 140774.70141404602 470924.15042914747, 140776.92268000104 470924.15053102106, 140779.15502416028 470924.1506334027, 140779.16022938583 470926.4236726801, 140779.55038725372 470926.4308448587, 140779.55178764835 470928.5211153611, 140779.55318672562 470930.60941950354, 140779.55389619217 470931.66839030077, 140783.1541124767 470931.5590941777, 140783.93155801028 470930.6773915332, 140783.9314837294 470930.61378763366, 140783.92903689953 470928.51866082964, 140783.92661199256 470926.4423057693, 140783.9211414655 470921.7581027195, 140786.5392532429 470921.7572910538, 140787.06761706556 470906.1959299874, 140782.09997199074 470906.0131102136, 140782.91869129988 470895.07103718206, 140776.45691395615 470894.32535847113, 140774.66951434553 470907.074825595, 140776.46153633954 470907.28621628764, 140776.13479969834 470910.1035445063, 140774.32403553816 470909.8960860102, 140774.1002242162 470912.4302210179, 140770.44039147967 470912.14292557567, 140770.44183101386 470919.74335780094, 140770.44266568334 470924.1502338292)), ((140770.4438895099 470930.611775947, 140774.82398256857 470930.6132997487, 140774.81346086157 470928.5182139966, 140770.44349314313 470928.5190443677, 140770.4438895099 470930.611775947)), ((140774.88702340264 470931.81006820634, 140774.85002451966 470931.08830726816, 140771.20343495224 470931.19263019966, 140771.2406908116 470931.9096358149, 140774.88702340264 470931.81006820634)))",r1,Kelder schaal 1:100,14.,pp.,front,"POLYGON ((140750.41069151572 470924.15002980735, 140750.4162996963 470919.7418020075, 140752.5303133831 470919.73636943544, 140752.5341097121 470924.15003331436, 140750.41069151572 470924.15002980735))",HVS00N1878,0402100001487367,"MULTIPOLYGON (((140728.292 470871.71, 140728.283 470869.812, 140732.984 470869.547, 140733.029 470870.554, 140733.181 470873.962, 140733.317 470876.4, 140733.716 470883.572, 140728.344 470883.572, 140728.295 470872.347, 140729.082 470872.336, 140729.084 470871.7, 140728.292 470871.71)))"
G0402.ebd454aa1d0846b4953d5c80aae040f2,"POLYGON ((140733.32761459195 471034.44394306606, 140733.62862289275 471035.2558217282, 140733.9764240111 471035.13463296084, 140734.46708591486 471036.47318379756, 140735.09865862736 471038.19967232225, 140734.75336898648 471038.3139912838, 140735.05983871306 471039.16579792445, 140735.41229751127 471039.05704618164, 140735.6403907053 471039.75021012104, 140735.74045562744 471040.0505230178, 140736.4957294935 471039.7517412332, 140739.0753219433 471039.7563588718, 140741.54507869316 471039.76077989733, 140742.51213546147 471039.76251099195, 140742.51219573055 471039.39995546034, 140745.54518121932 471039.3979781369, 140745.54564603823 471037.3105820832, 140745.5458357341 471036.4587010865, 140745.52729232633 471027.06311420863, 140743.69515938315 471027.44260901667, 140742.5317441081 471027.62823558506, 140741.31165147637 471027.8834150699, 140739.18929250297 471028.29411776346, 140739.19072864755 471029.68930828286, 140731.9876346561 471029.70911360683, 140732.32316524073 471030.6244582491, 140731.9919700607 471030.7600929684, 140732.26830062713 471031.5206337399, 140732.60411732004 471031.39090992993, 140733.67356953415 471034.30843041604, 140733.32761459195 471034.44394306606))",r1,derde verdieping 1:100,15,woonkamer,front,"POLYGON ((140723.68811635423 471004.9415714068, 140723.71069746942 471008.79115111695, 140723.4440280765 471008.79708555003, 140723.4409081496 471008.5073079372, 140720.959330518 471008.5166527533, 140720.97644271696 471008.0623305172, 140720.74828109588 471008.0528236813, 140720.76540244144 471008.51738302346, 140720.68369926533 471008.5176906911, 140720.62747952793 471010.61380530783, 140718.18232155268 471010.63174626016, 140717.26674359065 471010.6384641658, 140717.2428858876 471005.6962903787, 140720.720640715 471005.06522602506, 140720.81678817596 471005.4798622555, 140723.68811635423 471004.9415714068))",HVS00N2848,0402100001494053,"MULTIPOLYGON (((140709.512 471010.196, 140705.666 471009.536, 140705.601 471009.956, 140702.296 471009.4, 140701.78 471009.312, 140700.992 471009.179, 140696.888 471008.438, 140695.412 471000, 140694.388 470994.47, 140695.531 470992.655, 140696.242 470992.656, 140699.472 470992.636, 140699.951 470992.63, 140699.968 470993.213, 140704.167 470993.26, 140704.207 470993.899, 140704.241 470994.439, 140708.253 470994.451, 140712.565 470994.464, 140711.444 471000, 140709.512 471010.196)))"
G0402.ffdeb4128e0849e0813d07b751aafb7a,"MULTIPOLYGON (((140770.44266568334 470924.1502338292, 140772.56270743164 470924.15033106034, 140774.70141404602 470924.15042914747, 140776.92268000104 470924.15053102106, 140779.15502416028 470924.1506334027, 140779.16022938583 470926.4236726801, 140779.55038725372 470926.4308448587, 140779.55178764835 470928.5211153611, 140779.55318672562 470930.60941950354, 140779.55389619217 470931.66839030077, 140783.1541124767 470931.5590941777, 140783.93155801028 470930.6773915332, 140783.9314837294 470930.61378763366, 140783.92903689953 470928.51866082964, 140783.92661199256 470926.4423057693, 140783.9211414655 470921.7581027195, 140786.5392532429 470921.7572910538, 140787.06761706556 470906.1959299874, 140782.09997199074 470906.0131102136, 140782.91869129988 470895.07103718206, 140776.45691395615 470894.32535847113, 140774.66951434553 470907.074825595, 140776.46153633954 470907.28621628764, 140776.13479969834 470910.1035445063, 140774.32403553816 470909.8960860102, 140774.1002242162 470912.4302210179, 140770.44039147967 470912.14292557567, 140770.44183101386 470919.74335780094, 140770.44266568334 470924.1502338292)), ((140770.4438895099 470930.611775947, 140774.82398256857 470930.6132997487, 140774.81346086157 470928.5182139966, 140770.44349314313 470928.5190443677, 140770.4438895099 470930.611775947)), ((140774.88702340264 470931.81006820634, 140774.85002451966 470931.08830726816, 140771.20343495224 470931.19263019966, 140771.2406908116 470931.9096358149, 140774.88702340264 470931.81006820634)))",r1,Kelder schaal 1:100,14.,pp.,front,"POLYGON ((140750.41069151572 470924.15002980735, 140750.4162996963 470919.7418020075, 140752.5303133831 470919.73636943544, 140752.5341097121 470924.15003331436, 140750.41069151572 470924.15002980735))",HVS00N1878,0402100001511731,"MULTIPOLYGON (((140728.283 470869.812, 140728.292 470871.71, 140726.441 470871.732, 140726.461 470869.915, 140726.634 470869.905, 140728.283 470869.812)))"
